condition;mu;density;Carbon_met;PSII;PSI;Cyt6bf;ATPase;Rubisco;TCA;AA_s;Ribosome;converged;run_time
101;0.009337247790994978;1.0;0.17310397846228065;1.1692259497453046;0.5730570969197625;0.47666724612704076;0.7240838574717575;0.4981090919752528;0.39284392201817325;0.383039460218808;0.6697907253383711;True;2.140362024307251
102;0.008943463676402332;1.0;0.17277923307680576;1.1693768736240655;0.5731554564870961;0.4767688368175418;0.7242685047149519;0.4976172083535331;0.39252612223620054;0.3838052031971644;0.6714996222556866;True;2.1150190830230713
103;0.008565072577707611;1.0;0.17245800232623537;1.169526325604492;0.5732525092670264;0.47686893802436103;0.7244503695235713;0.49712982366775393;0.39221147206210977;0.3845616520084709;0.6731867501402111;True;2.1081159114837646
104;0.0082015623630084;1.0;0.17214024576092002;1.1696743235111047;0.5733482689724231;0.47696756714752514;0.7246294889879726;0.4966468655749125;0.3918998781477166;0.3853088617906461;0.6748522843852863;True;2.0610618591308594
105;0.00785243104478767;1.0;0.17182597231103464;1.169820851907953;0.573442749827036;0.4770647420397959;0.7248058842359728;0.49616838251574125;0.3915913770912617;0.38604686826246215;0.6764963472051407;True;2.0631461143493652
106;0.0075171871683544994;1.0;0.17151527680103695;1.1699658386241374;0.5735359652627569;0.47716047983739346;0.7249795482567305;0.4956946305800745;0.39128622693545767;0.38677566849258466;0.678118961027508;True;2.0895800590515137
107;0.007195350144818557;1.0;0.17120819053895425;1.170109254085363;0.5736279283330012;0.4772547973812965;0.7251504949426191;0.49522571406682775;0.3909845256941482;0.3874952919715577;0.6797202265848086;True;2.0370991230010986
108;0.006886450522677211;1.0;0.17090455710923547;1.170251192932616;0.5737186534918406;0.4773477130001244;0.7253188007188237;0.49476129054644785;0.39068590148155224;0.38820586697048065;0.681300483776945;True;2.2569899559020996
109;0.006590030157409188;1.0;0.17060461961699108;1.1703914846896584;0.5738081533485214;0.47743924259381404;0.7254844082105971;0.49430196844035473;0.3903909833188677;0.38890731282377333;0.682859561733826;True;2.061720132827759
110;0.00630564242043372;1.0;0.17030815782687142;1.17053026642877;0.5738964425299735;0.4775294050345385;0.7256474163438837;0.4938472604438181;0.39009925348372854;0.3895998048546283;0.684397904010011;True;2.1639223098754883
111;0.006032852246058698;1.0;0.1700154137786311;1.170667369329969;0.5739835322264155;0.47761821463083076;0.7258077666767687;0.4933977676510006;0.3898113295601101;0.3902832547197459;0.6859153242262205;True;2.3221471309661865
112;0.005771236250328228;1.0;0.16972625246101825;1.170802873692755;0.5740694369998494;0.4777056900576756;0.725965529807481;0.49295320857019254;0.38952691368690207;0.39095779918524504;0.6874121660725206;True;3.099807024002075
113;0.005520382723225605;1.0;0.16944064453704943;1.1709367901695662;0.5741541702086015;0.4777918483021304;0.7261207392840565;0.4925135462523791;0.38924595945082935;0.3916235072267745;0.6888886148538145;True;2.0896170139312744
114;0.005279891614266831;1.0;0.16915868473109302;1.1710690480223742;0.5742377432353456;0.47787670412614913;0.7262733860072877;0.49207903433348865;0.3889687223300228;0.39228037434880564;0.690344681632392;True;2.0632545948028564
115;0.0050493745018871565;1.0;0.16888039993603693;1.1711996211523632;0.5743201683354181;0.47796027337614677;0.7264234843775582;0.49164976995800985;0.3886952978581191;0.3929284409466234;0.6917804801828765;True;2.0394351482391357
116;0.004828454516538626;1.0;0.16860580311879036;1.1713284930102663;0.57440145736581;0.47804257145422474;0.7265710529606066;0.49122581566737195;0.3884257440765705;0.393567752310045;0.6931961369836799;True;1.9856460094451904
117;0.004616766250113427;1.0;0.16833478826366877;1.171455724063414;0.5744816256412101;0.47812361746448584;0.7267161521741772;0.49080696258763273;0.38815984458935354;0.39419843816550615;0.6945919691321635;True;2.0357518196105957
118;0.004413955608730999;1.0;0.16806743965724236;1.1715812525011864;0.5745606815909781;0.47820342304292823;0.7268587740281103;0.49039343118042344;0.38789781322038475;0.3948204851773023;0.6959679725226959;True;2.0056281089782715
119;0.004219679688886196;1.0;0.16780378528374995;1.1717050520129524;0.5746386366968215;0.4782820030639555;0.7269989313775636;0.4899853194729529;0.38763974596722506;0.3954339309454629;0.6973242530140145;True;1.9988548755645752
120;0.004033606624444012;1.0;0.16754371396349832;1.1718271854967075;0.5747155077914403;0.4783593780536427;0.7271366868283747;0.4895824126011377;0.3873854272206973;0.3960389202539026;0.6986611546188336;True;1.9480960369110107
121;0.0038554153803236815;1.0;0.16728731427649024;1.171947590218014;0.5747913003964885;0.4784355566456332;0.7272720289638546;0.48918493330075863;0.3871350662347818;0.39663542354396986;0.6999786410893222;True;1.9289231300354004
122;0.0036847955835578794;1.0;0.16703461980565715;1.172066236686003;0.5748660251653382;0.47851055274925386;0.7274049677841212;0.48879299091554296;0.3868887698097416;0.3972234723713438;0.7012768041477765;True;1.9386529922485352
123;0.0035214473176121888;1.0;0.16678565073521057;1.172183104752066;0.5749396921366903;0.4785843796483761;0.7275355172780336;0.48840666110253605;0.38664660774248377;0.3978031022404936;0.7025557466298458;True;1.8900599479675293
124;0.0033650809235825038;1.0;0.1665402834828611;1.1722982637229484;0.5750123209327163;0.47865706046429096;0.7276637449034778;0.48802570897983555;0.3864083542365789;0.39837448283472043;0.7038158594177926;True;1.8874759674072266
125;0.0032154167437563027;1.0;0.16629861366396992;1.172411649551451;0.5750839120088537;0.47872859867715134;0.7277896336896273;0.4876503592887191;0.3861742067010799;0.3989375545057761;0.7050570483870751;True;1.8813729286193848
126;0.003072184920376116;1.0;0.1660606865109962;1.1725232261539544;0.5751544742580722;0.4787990062707453;0.7279131881154657;0.48728074411290573;0.3859442918708386;0.39949233414487134;0.7062793737727903;True;1.8782761096954346
127;0.00293512515924395;1.0;0.16582653461779395;1.1726329662308996;0.5752240160358565;0.4788682946901677;0.7280344164727862;0.48691696386736;0.38571870167355443;0.4000388425364278;0.7074829067347174;True;1.8396689891815186
128;0.0028039865104158164;1.0;0.16559603058221017;1.172740939134234;0.5752925607164388;0.4789364905542582;0.7281533885222919;0.4865587866098764;0.38549722729181823;0.40057727423571415;0.7086680826629793;True;1.8147311210632324
129;0.0026785271025919727;1.0;0.16536912124056224;1.1728471727656968;0.5753601196108926;0.479003608325655;0.7282701425703023;0.48620611936812425;0.3852797689260776;0.4011077157416237;0.7098351176107751;True;1.7998030185699463
130;0.002558513863886103;1.0;0.16514611400366003;1.1729514804713816;0.5754266652892676;0.4790696235013971;0.7283845760294385;0.4858596045613644;0.38506687549345636;0.4016298371227889;0.7109833621901613;True;1.7813670635223389
131;0.0024437224060021483;1.0;0.1649266682968209;1.1730540476062075;0.5754922602938679;0.47913460156520327;0.7284968492552344;0.4855186266548155;0.38485806321787175;0.40214417325261637;0.7121139321317387;True;1.8253238201141357
132;0.0023339366297595574;1.0;0.16471096982857453;1.1731547685285721;0.5755568773785673;0.47919851845826583;0.7286069006755872;0.4851835405798281;0.38465358026506397;0.4026504631432915;0.7132263407726669;True;1.780137062072754
133;0.0022289485625173896;1.0;0.16449912261928962;1.173253572924684;0.5756205179936843;0.4792613786006382;0.7287147106317634;0.4848545974824339;0.3844536587450574;0.4031486547312554;0.7143205047478831;True;1.7484381198883057
134;0.0021285581642793987;1.0;0.1642908338305643;1.1733506180955917;0.5756832390260483;0.479323241445295;0.7288204191523047;0.48453127757187614;0.38425790198292037;0.40363922537988334;0.7153974190910526;True;1.713196039199829
135;0.0020325729522466607;1.0;0.16408632663342082;1.1734457807161796;0.57574500229231;0.47938407226912255;0.7289239471987441;0.484213992896863;0.38406658376189384;0.4041218351861146;0.7164564438828456;True;1.6753342151641846
136;0.0019408078877373273;1.0;0.16388553971563358;1.1735390835685497;0.5758058349315417;0.47944390088194394;0.7290253424897999;0.4839026831433331;0.3838796969341758;0.40459667024968954;0.7174979764364292;True;1.6373071670532227
137;0.0018530850890807699;1.0;0.16368845203879573;1.1736305337353732;0.5758657473581447;0.4795027405734434;0.7291246309589852;0.4835973317201226;0.38369722631458064;0.40506379973458745;0.7185221905278635;True;1.6162300109863281
138;0.0017692336426495356;1.0;0.1634948519741658;1.1737202435373453;0.5759247827198164;0.47956063679246463;0.7292219171805544;0.483297570467976;0.38351889750193907;0.4055235816668853;0.7195298384208066;True;1.5929701328277588
139;0.001689089250403191;1.0;0.16330502626921928;1.173808058819982;0.5759828855008078;0.4796175380464276;0.7293170935618719;0.4830039127543733;0.3833450371681982;0.4059755491545817;0.7205200336076403;True;1.5865461826324463
140;0.0016124941580668698;1.0;0.1631189450922138;1.1738939820863739;0.5760400817782253;0.47967347291572265;0.7294101960815262;0.4827163726655063;0.3831757207771204;0.4064198695428008;0.7214931296517808;True;1.561150074005127
141;0.001539296912670002;1.0;0.1629363847102161;1.1739781278319639;0.5760964235418382;0.4797284952352882;0.7295013363524802;0.4824345815309875;0.38301070868294973;0.40685695866473676;0.7224499855662796;True;1.5224008560180664
142;0.0014693520484623031;1.0;0.1627574220188599;1.17406045875274;0.5761518898520303;0.47978258749631525;0.7295904926214578;0.48215866157943826;0.382850035072191;0.4072866590756959;0.723390337032608;True;1.5046977996826172
143;0.0014025199471959355;1.0;0.16258210375497684;1.1741409455231666;0.5762064779602731;0.4798357500047513;0.7296776616808022;0.4818887215085195;0.3826937834244279;0.4077089359718147;0.7243141500309583;True;1.480118989944458
144;0.001338666680009818;1.0;0.16241023076444427;1.174219687185187;0.5762602384577751;0.4798880349579671;0.7297629452944091;0.4816244486232744;0.38254177420983065;0.40812418812590395;0.7252222433608796;True;1.504392147064209
145;0.001277663682536058;1.0;0.1622418980096335;1.1742966375328496;0.5763131456910923;0.47993942029740405;0.7298463136547694;0.48136599598210866;0.38239406340528115;0.4085322244164582;0.726114287369121;True;1.4309067726135254
146;0.0012193876386087208;1.0;0.16207716679508016;1.1743717604415795;0.5763651925425506;0.47998990208043846;0.7299277567035356;0.48111349575359336;0.3822507487908095;0.40893298119730737;0.7269901919619791;True;1.4305198192596436
147;0.001163720345199369;1.0;0.1619158370360066;1.1744451534216787;0.5764164328314756;0.48003953540154864;0.7300073769905954;0.4808666442456599;0.3821116744386457;0.40932688042822357;0.72785081547504;True;1.3949718475341797
148;0.0011105483183806925;1.0;0.16175825635993624;1.174516642435501;0.5764667799868124;0.4800882393382189;0.7300850353863664;0.48062601268287225;0.3819771390210374;0.40971325208249487;0.728694896576982;True;1.3814671039581299
149;0.0010597629856437215;1.0;0.16160392951888897;1.1745864670479442;0.5765163699091946;0.48013614830808315;0.7301609667640651;0.4803908469481523;0.3818467834385337;0.4100931514073502;0.7295245127957323;True;1.3794312477111816
150;0.0010112600329061038;1.0;0.16145324169473008;1.1746544446529608;0.5765650913258288;0.48018315752997554;0.7302350089199383;0.4801617318208288;0.38172084643741033;0.4104657403795541;0.7303380927451615;True;1.3482270240783691
151;0.0009649396637802688;1.0;0.16130597006662806;1.1747206780960469;0.5766130127893018;0.4802293362112688;0.730307277832797;0.47993835736038554;0.38159920829746535;0.410831553077683;0.7311366973280573;True;1.349118947982788
152;0.0009207061598317688;1.0;0.16116219841158352;1.1747851290860876;0.5766601079592849;0.4802746617459356;0.7303777472198258;0.4797208523824212;0.38148191067551374;0.41119040329753176;0.7319200101242435;True;1.298830270767212
153;0.0008784677442195979;1.0;0.1610222546915152;1.1748476339620515;0.5767062943654074;0.4803190578055409;0.7304462884356265;0.4795097598655476;0.38136924329825433;0.41154166238337747;0.7326868534763336;True;1.3431487083435059
154;0.0008381367644152118;1.0;0.16088561604105878;1.1749084388978412;0.5767517256121791;0.48036267524459975;0.7305131507082969;0.47930431478087265;0.3812608789459275;0.4118865243318698;0.733439550393854;True;1.2833590507507324
155;0.0007996289819581677;1.0;0.16075265017394424;1.17496737626288;0.5767962854317358;0.4804054049031511;0.7305781766464411;0.4791050490129719;0.3811570107401262;0.41222411998451064;0.7341764830960973;True;1.265627145767212
156;0.0007628640150125879;1.0;0.16062286044742802;1.175024682325316;0.5768401160645977;0.48044738636990963;0.7306416011074955;0.4789112233525372;0.38105728622540547;0.4125555737312545;0.7348998386179674;True;1.2755348682403564
157;0.0007277650527137061;1.0;0.1604952761470274;1.1750808394555756;0.5768834646696093;0.4804888585020615;0.7307038513541264;0.4787212776344909;0.380960853018056;0.41288283223241967;0.735613403904613;True;1.2450108528137207
158;0.0006942584256325699;1.0;0.16036931404827176;1.1751361653999584;0.5769264378517907;0.4805299241219057;0.7307651653218504;0.4785341386831607;0.38086694474704663;0.4132067839327202;0.7363189596591628;True;1.228752851486206
159;0.0006622735090633672;1.0;0.16024471298549475;1.1751908240466256;0.5769690509445667;0.48057059851964523;0.730825638584252;0.47834922216314957;0.3807749976068978;0.4135276273186082;0.7370169592208362;True;1.2234041690826416
160;0.000631742802343557;1.0;0.16012094718679648;1.1752450971738175;0.5770114070524772;0.48061098089725485;0.7308854885250387;0.47816557829701845;0.3806843180151771;0.4138462298266651;0.7377091231412156;True;1.2555418014526367
161;0.0006026014113115617;1.0;0.15999832650413603;1.1752988721980873;0.577053365198733;0.48065093699482153;0.7309445611043134;0.4779835112971818;0.3805947889115425;0.4141615744264807;0.738393565914884;True;1.2362658977508545
162;0.0005747872813756182;1.0;0.15987709555723623;1.1753520441184169;0.5770948382651386;0.48069038526624075;0.7310027505874438;0.47780334083262627;0.3805064224220982;0.414473049438234;0.7390691540186787;True;1.2293469905853271
163;0.0005482410664480801;1.0;0.15975743727833336;1.175404525953729;0.5771357737910735;0.4807292775724552;0.7310599859953905;0.47762534943576457;0.38041930920359096;0.41478028396888356;0.7397352010316441;True;1.2436370849609375
164;0.0005229060084628013;1.0;0.1596394886373731;1.1754562471454797;0.5771761406444071;0.4807675862158198;0.731116219796544;0.47744977710448133;0.3803335743408147;0.41508305331826867;0.740391295192132;True;1.2419803142547607
165;0.0004987278250055819;1.0;0.1595233530339349;1.1755071507740242;0.5772159208050286;0.4808052960172489;0.7311714204072322;0.4772768245552334;0.38024935132015847;0.4153812236977284;0.7410371970505072;True;1.2259788513183594
166;0.0004756546033952254;1.0;0.15940910899870375;1.1755571910852707;0.5772551043733904;0.48084239951986263;0.7312255673307522;0.47710665808531705;0.3801667682724168;0.4156747189408522;0.7416727773557761;True;1.2676918506622314
167;0.0004536367001305774;1.0;0.15929681627161657;1.1756063314719014;0.5772936865205314;0.4808788940645719;0.7312786479649404;0.47693941442236837;0.38008594137181034;0.41596350003724847;0.7422979786373011;True;1.2273001670837402
168;0.00043262664499481084;1.0;0.15918652012196444;1.175654542849165;0.5773316656042883;0.4809147799872947;0.7313306554586159;0.476775205116989;0.3800069722114246;0.4162475523239087;0.7429127910085156;True;1.2381970882415771
169;0.0004125790493417729;1.0;0.159078254485851;1.175701802347948;0.577369041992227;0.4809500594947128;0.7313815872371271;0.47661412036796924;0.3799299473120325;0.4165268773326382;0.7435172366530712;True;1.2278227806091309
170;0.00039345051823173736;1.0;0.15897204429285577;1.1757480922594867;0.5774058173179141;0.48098473595546;0.731431443963681;0.4764562322867995;0.37985493871906245;0.4168014875145152;0.7441113596990098;True;1.228238821029663
171;0.0003751995661706745;1.0;0.15886790722426325;1.1757933991797143;0.5774419940061654;0.4810188134487549;0.7314802287909412;0.4763015976521326;0.37978200510279037;0.4170714027699712;0.7446952194913296;True;1.2217967510223389
172;0.0003577865362603068;1.0;0.15876585506387458;1.1758377133125086;0.5774775749673624;0.48105229647456327;0.731527946810442;0.4761502602188121;0.37971119304026973;0.4173366481296833;0.7452688860433146;True;1.2310290336608887
173;0.00034117352259943016;1.0;0.15866589475071052;1.1758810278999952;0.5775125633992967;0.4810851897663077;0.7315746046398922;0.47600225264655555;0.37964253830772715;0.4175972521804178;0.7458324369079069;True;1.2278668880462646
174;0.0003253242957980992;1.0;0.15856802920945184;1.17592333875488;0.5775469626582282;0.48111749816943483;0.7316202101086537;0.4758575981082376;0.379576067097443;0.4178532459807564;0.7463859549903124;True;1.2208850383758545
175;0.0003102042314802672;1.0;0.15847225801237597;1.1759646438750744;0.5775807761750125;0.4811492265627702;0.7316647720145942;0.47571631163036365;0.37951179712097244;0.41810466230415666;0.7469295269950887;True;1.2073578834533691
176;0.0002957802416600546;1.0;0.15837857791167337;1.1760049431249475;0.5776140074009054;0.48118037980796574;0.7317082999337781;0.4755784012107764;0.3794497385869089;0.41835153510431977;0.7474632423083702;True;1.2205729484558105
177;0.0002820207088838339;1.0;0.15828698327073926;1.1760442379707552;0.5776466597731281;0.481210962717605;0.7317508040699666;0.4754438687515033;0.37938989505536974;0.41859389913406003;0.747987192183679;True;1.257702112197876
178;0.00026889542303557066;1.0;0.15819746641591192;1.1760825312602414;0.5776787366937262;0.48124098003581317;0.7317922951345588;0.4753127108384183;0.37933226417826205;0.41883178967193413;0.748501469143212;True;1.2587769031524658
179;0.0002563755207072333;1.0;0.15811001792490953;1.1761198270384217;0.5777102415174582;0.4812704364273386;0.7318327842501364;0.4751849193939685;0.3792768383373191;0.41906524232580217;0.7490061665346959;True;1.2415432929992676
180;0.00024443342703970775;1.0;0.15802462686454827;1.1761561303930517;0.5777411775458743;0.4812993364724115;0.7318722828725112;0.47506048222472796;0.3792236051926552;0.4192942928922344;0.7495013782023938;True;1.2165822982788086
181;0.0002330427999429309;1.0;0.15794128098751747;1.1761914473245312;0.577771548025686;0.48132768466560233;0.7319108027274378;0.47493938348173415;0.37917254815415663;0.419518977257122;0.7499871982432653;True;1.2342050075531006
182;0.00022217847660695677;1.0;0.15785996689592297;1.1762257846359756;0.5778013561501134;0.4813554854174359;0.7319483557590378;0.4748216040484767;0.3791236467870688;0.41973933132716135;0.7504637208275622;True;1.24562406539917
183;0.00021181642221844438;1.0;0.15778067017774317;1.176259149839962;0.5778306050623139;0.4813827430579331;0.73198495408764;0.4747071218688111;0.3790768771619597;0.4199553909848403;0.7509310400688997;True;1.2136938571929932
184;0.00020193368079978155;1.0;0.157703375521126;1.1762915510790741;0.5778592978602629;0.48140946184149225;0.7320206099752529;0.4745959122249711;0.37903221215802135;0.4201671920615526;0.7513892499327978;True;1.2143988609313965
185;0.00019250832809062092;1.0;0.1576280668105018;1.1763229970578915;0.5778874376026611;0.4814356459527106;0.7320553357972184;0.4744879479741157;0.3789896217275048;0.4203747703248705;0.7518384441754721;True;1.2583200931549072
186;0.0001835194263941454;1.0;0.15755472720777347;1.1763534969844718;0.577915027315519;0.4814612995128444;0.7320891440189231;0.4743831997504089;0.37894907312802395;0.4205781614770117;0.7522787163066402;True;1.241285800933838
187;0.00017494698131282932;1.0;0.15748333922123825;1.1763830605196928;0.5779420699992227;0.4814864265867028;0.7321220471766124;0.474281636138469;0.3789105311285227;0.42077740116222345;0.7527101595715497;True;1.2178101539611816
188;0.00016677190030086182;1.0;0.1574138847644302;1.1764116977331318;0.577968568635872;0.48151103118981775;0.732154057861577;0.474183223823029;0.37887395819386616;0.4209725249813248;0.7531328669484816;True;1.2308228015899658
189;0.0001589759529627889;1.0;0.15734634520674168;1.176439419064321;0.5779945261967766;0.4815351172957721;0.7321851887070738;0.4740879277188702;0.3788393146522988;0.4211635685120278;0.7535469311587403;True;1.2319648265838623
190;0.00015154173303019632;1.0;0.1572807014173097;1.1764662352884545;0.5780199456500085;0.48155868884359804;0.7322154523774649;0.47399571108439265;0.3788065588493979;0.42135056733391313;0.7539524446867479;True;1.2270050048828125
191;0.00014445262195057095;1.0;0.15721693380348234;1.1764921574857412;0.578044829967906;0.4815817497451755;0.7322448615591549;0.4739065356216649;0.37877564729160207;0.4215335570571615;0.7543494998082901;True;1.3209829330444336
192;0.00013769275402463613;1.0;0.15715502234495304;1.1765171970137123;0.5780691821344786;0.48160430389257697;0.73227342895296;0.4738203615653014;0.37874653478192705;0.42171257335428397;0.7547381886252514;True;1.275860071182251
193;0.00013124698303069307;1.0;0.15709494662448614;1.1765413654819306;0.5780930051526181;0.48162635516529523;0.7323011672676085;0.47373714776213377;0.37871917455009685;0.42188765199420825;0.7551186031055453;True;1.2765398025512695
194;0.00012510085027656127;1.0;0.15703668585606123;1.1765646747285783;0.5781163020510713;0.48164790743732644;0.7323280892141035;0.4736568517433259;0.3786935183789331;0.4220588288781862;0.7554908351269871;True;1.2400319576263428
195;0.00011924055402182586;1.0;0.1569802189111219;1.1765871367985126;0.5781390758911092;0.48166896458406766;0.732354207500748;0.47357942979028567;0.3786695167285742;0.4222261400770315;0.7558549765241828;True;1.2657887935638428
196;0.00011365292021509895;1.0;0.15692552434360268;1.176608763922383;0.5781613297728226;0.48168953048899166;0.7323795348286136;0.4735048369955226;0.37864711885977503;0.42238962186926843;0.756211119137495;True;1.30759596824646
197;0.00010832537449298627;1.0;0.15687258041425817;1.1766295684965118;0.5781830668409743;0.48170960905006166;0.7324040838873035;0.47343302731935744;0.3786262729573436;0.4225493107798095;0.756559354863322;True;1.2689437866210938
198;0.00010324591538936704;1.0;0.15682136511486755;1.1766495630631988;0.5782042902903342;0.48172920418585563;0.7324278673508628;0.4733639536432693;0.3786069262545085;0.4227052436188145;0.7568997757049915;True;1.2519068717956543
199;9.840308870546967e-05;1.0;0.15677185619279888;1.176668760291182;0.5782250033704281;0.481748319841378;0.7324508978736815;0.47329756782049365;0.3785890251588349;0.4228574575204017;0.7572324738236171;True;1.2169418334960938
200;9.378596299304221e-05;1.0;0.15672403117640205;1.17668717295601;0.5782452093895829;0.48176695999349595;0.7324731880863004;0.4732338207243746;0.3785725153801177;0.4230059899809077;0.7575575415883293;True;1.23903226852417
